genome	species	representative	genome_is_representative	fasta_path
MG337.mbin.41	988627	MG222.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG337.mbin.41.fa
MG673.mbin.19	921722	MG61.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG673.mbin.19.fa
ERR10897865.mbin.2	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10897865.mbin.2.fa
MG517.sbin.2	123406	MG390.mbin.2	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG517.sbin.2.fa
MG1056.mbin.20	667712	MG666.mbin.6	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1056.mbin.20.fa
MG1049.mbin.8	845738	MG1050.mbin.7	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1049.mbin.8.fa
MG128.mbin.4	988627	MG222.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG128.mbin.4.fa
SRR17635466.mbin.27	498055	MG1206.mbin.20	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635466.mbin.27.fa
SRR17635649.sbin.63	667712	MG666.mbin.6	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635649.sbin.63.fa
MG507.mbin.14	988627	MG222.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG507.mbin.14.fa
PV55.mbin.1	696853	ERR10897780.mbin.8	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/PV55.mbin.1.fa
SRR5273969.mbin.10	900875	MG238.mbin.3	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR5273969.mbin.10.fa
MG492.sbin.5	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG492.sbin.5.fa
SRR16471023.mbin.4	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR16471023.mbin.4.fa
ERR4421555.mbin.1	223646	GCF_019459585.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR4421555.mbin.1.fa
SRR11749285.mbin.14	667712	MG666.mbin.6	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR11749285.mbin.14.fa
SRR16916891.sbin.4	667712	MG666.mbin.6	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR16916891.sbin.4.fa
MG495.mbin.9	879245	MG1317.sbin.30	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG495.mbin.9.fa
ERR4705329.mbin.2	988627	MG222.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR4705329.mbin.2.fa
MG131.mbin.8	719869	MG836.mbin.11	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG131.mbin.8.fa
SRR16916872.mbin.1	403858	GCF_001546555.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR16916872.mbin.1.fa
P10710182.mbin.5	367459	MG1112.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10710182.mbin.5.fa
SRR17635472.mbin.13	916256	MG190.mbin.7	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635472.mbin.13.fa
MG1303.mbin.17	936138	ERR10897925.mbin.61	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1303.mbin.17.fa
SRR17635715.mbin.46	132191	SRR17635732.mbin.3	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635715.mbin.46.fa
MG833.mbin.9	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG833.mbin.9.fa
PV36.mbin.2	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/PV36.mbin.2.fa
MG1196.mbin.22	379267	MG410.sbin.17	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1196.mbin.22.fa
SRR17635518.sbin.4	719869	MG836.mbin.11	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635518.sbin.4.fa
MG1157.mbin.39	613480	GCF_000297835.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1157.mbin.39.fa
MG597.mbin.31	309208	GCF_900176605.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG597.mbin.31.fa
MG223.mbin.8	382359	MG160.sbin.15	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG223.mbin.8.fa
SRR21604215.sbin.1	367459	MG1112.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR21604215.sbin.1.fa
MG111.mbin.6	927036	MG554.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG111.mbin.6.fa
MG194.mbin.20	542621	P10709641.mbin.2	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG194.mbin.20.fa
MG1221.mbin.14	921722	MG61.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1221.mbin.14.fa
MG663.sbin.26	921722	MG61.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG663.sbin.26.fa
ERR10897897.mbin.4	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10897897.mbin.4.fa
MG1065.mbin.30	320153	MG1064.mbin.4	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1065.mbin.30.fa
MG275.mbin.5	123406	MG390.mbin.2	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG275.mbin.5.fa
MG1340.mbin.50	879245	MG1317.sbin.30	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1340.mbin.50.fa
MG391.sbin.15	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG391.sbin.15.fa
MG194.mbin.3	123406	MG390.mbin.2	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG194.mbin.3.fa
MG961.mbin.14	988627	MG222.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG961.mbin.14.fa
ERR10897719.mbin.1	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10897719.mbin.1.fa
ERR10897961.mbin.2	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10897961.mbin.2.fa
MG1061.mbin.26	542621	P10709641.mbin.2	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1061.mbin.26.fa
SAMN00044822.sbin.5	462889	GCF_000196535.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SAMN00044822.sbin.5.fa
MG61.mbin.9	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG61.mbin.9.fa
SRR17635492.mbin.29	204857	SRR12830911.sbin.35	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635492.mbin.29.fa
SRR11749280.sbin.8	667712	MG666.mbin.6	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR11749280.sbin.8.fa
SRR12830914.mbin.3	988627	MG222.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR12830914.mbin.3.fa
MG399.mbin.17	581434	SRR17635677.sbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG399.mbin.17.fa
MG1195.mbin.26	921722	MG61.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1195.mbin.26.fa
MG1204.mbin.1	921722	MG61.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1204.mbin.1.fa
MG1159.mbin.22	941235	P10708985.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1159.mbin.22.fa
MG1248.mbin.36	332460	GCF_000179675.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1248.mbin.36.fa
SRR17635471.sbin.9	916256	MG190.mbin.7	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635471.sbin.9.fa
ERR4421552.mbin.4	988627	MG222.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR4421552.mbin.4.fa
SAMN00064911.mbin.3	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SAMN00064911.mbin.3.fa
SRR17635802.mbin.1	611554	GCF_000439915.2	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635802.mbin.1.fa
MG1249.mbin.30	879245	MG1317.sbin.30	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1249.mbin.30.fa
MG218.mbin.8	988627	MG222.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG218.mbin.8.fa
MG532.mbin.10	988627	MG222.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG532.mbin.10.fa
SRR12830919.sbin.6	988627	MG222.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR12830919.sbin.6.fa
MG1358.mbin.3	367459	MG1112.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1358.mbin.3.fa
MG1339.mbin.3	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1339.mbin.3.fa
MG223.mbin.4	498055	MG1206.mbin.20	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG223.mbin.4.fa
MG285.mbin.3	123406	MG390.mbin.2	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG285.mbin.3.fa
SRR17635683.mbin.15	542621	P10709641.mbin.2	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635683.mbin.15.fa
P10708995.mbin.8	988627	MG222.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10708995.mbin.8.fa
ERR10897997.mbin.1	940775	ERR10897997.mbin.1	1	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10897997.mbin.1.fa
ERR10897775.mbin.3	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10897775.mbin.3.fa
SRR16471068.sbin.1	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR16471068.sbin.1.fa
MG1417.mbin.3	367459	MG1112.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1417.mbin.3.fa
SRR17635690.mbin.13	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635690.mbin.13.fa
MG996.mbin.13	498055	MG1206.mbin.20	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG996.mbin.13.fa
MG204.mbin.19	320153	MG1064.mbin.4	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG204.mbin.19.fa
MG368.mbin.9	719869	MG836.mbin.11	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG368.mbin.9.fa
MG545.mbin.3	123406	MG390.mbin.2	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG545.mbin.3.fa
MG676.mbin.14	988627	MG222.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG676.mbin.14.fa
MG495.mbin.35	581434	SRR17635677.sbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG495.mbin.35.fa
SAMN00044684.mbin.18	936138	ERR10897925.mbin.61	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SAMN00044684.mbin.18.fa
MG14.mbin.8	697687	MG1038.mbin.15	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG14.mbin.8.fa
MG1156.mbin.6	474121	GCF_000174775.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1156.mbin.6.fa
MG713.mbin.5	204857	SRR12830911.sbin.35	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG713.mbin.5.fa
P10709468.mbin.11	667712	MG666.mbin.6	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10709468.mbin.11.fa
SRR17635465.mbin.16	667712	MG666.mbin.6	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635465.mbin.16.fa
MG1223.sbin.18	988627	MG222.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1223.sbin.18.fa
MG704.mbin.8	988627	MG222.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG704.mbin.8.fa
SRR16916863.sbin.35	719869	MG836.mbin.11	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR16916863.sbin.35.fa
ERR10897630.mbin.5	102208	P10709417.sbin.20	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10897630.mbin.5.fa
MG171.sbin.25	921722	MG61.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG171.sbin.25.fa
MG42.mbin.28	105986	MG42.mbin.28	1	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG42.mbin.28.fa
SRR16916891.mbin.16	941235	P10708985.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR16916891.mbin.16.fa
SRR17635692.mbin.8	367459	MG1112.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635692.mbin.8.fa
MG1146.mbin.5	542621	P10709641.mbin.2	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1146.mbin.5.fa
ERR4705294.sbin.3	667712	MG666.mbin.6	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR4705294.sbin.3.fa
MG537.mbin.24	879245	MG1317.sbin.30	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG537.mbin.24.fa
GCF_001213045.1	674974	GCF_000590595.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/GCF_001213045.1.fa
MG499.mbin.10	988627	MG222.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG499.mbin.10.fa
SRR17635743.mbin.8	988627	MG222.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635743.mbin.8.fa
MG407.sbin.6	921722	MG61.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG407.sbin.6.fa
SRR17635517.mbin.2	592117	SRR13167611.sbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635517.mbin.2.fa
MG279.mbin.3	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG279.mbin.3.fa
P10709632.mbin.1	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10709632.mbin.1.fa
MG1185.mbin.1	988627	MG222.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1185.mbin.1.fa
GCF_003326125.1	524101	P10708995.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/GCF_003326125.1.fa
SRR12830910.mbin.8	921722	MG61.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR12830910.mbin.8.fa
MG1248.sbin.40	664635	MG337.mbin.7	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1248.sbin.40.fa
MG359.mbin.15	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG359.mbin.15.fa
SRR17635746.mbin.6	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635746.mbin.6.fa
P10710376.mbin.9	927036	MG554.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10710376.mbin.9.fa
MG81.mbin.2	123406	MG390.mbin.2	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG81.mbin.2.fa
GCF_000160195.1	423516	GCF_014696685.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/GCF_000160195.1.fa
MG1061.mbin.21	988627	MG222.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1061.mbin.21.fa
MG94.sbin.2	988627	MG222.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG94.sbin.2.fa
SRR18765405.mbin.11	988627	MG222.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR18765405.mbin.11.fa
MG360.mbin.5	719869	MG836.mbin.11	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG360.mbin.5.fa
MG214.mbin.29	474121	GCF_000174775.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG214.mbin.29.fa
MG582.mbin.7	158849	GCF_027156205.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG582.mbin.7.fa
MG1368.sbin.3	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1368.sbin.3.fa
SRR5575607.mbin.1	595185	SRR13167550.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR5575607.mbin.1.fa
MG64.mbin.5	719869	MG836.mbin.11	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG64.mbin.5.fa
ERR10897874.sbin.2	432849	GCF_025191005.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10897874.sbin.2.fa
MG1064.mbin.14	667712	MG666.mbin.6	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1064.mbin.14.fa
MG669.mbin.7	667712	MG666.mbin.6	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG669.mbin.7.fa
MG1255.mbin.12	332460	GCF_000179675.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1255.mbin.12.fa
MG288.mbin.19	988627	MG222.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG288.mbin.19.fa
SRR12830929.mbin.16	988627	MG222.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR12830929.mbin.16.fa
MG1058.mbin.21	921722	MG61.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1058.mbin.21.fa
SAMN00035633.sbin.1	712851	SAMN00040503.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SAMN00035633.sbin.1.fa
ERR10897879.sbin.1	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10897879.sbin.1.fa
MG301.sbin.10	667712	MG666.mbin.6	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG301.sbin.10.fa
MG1354.mbin.4	879245	MG1317.sbin.30	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1354.mbin.4.fa
MG101.mbin.22	988627	MG222.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG101.mbin.22.fa
MG1016.mbin.11	235527	GCF_001722255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1016.mbin.11.fa
MG518.mbin.3	158849	GCF_027156205.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG518.mbin.3.fa
MG1223.mbin.18	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1223.mbin.18.fa
MG1244.mbin.24	498055	MG1206.mbin.20	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1244.mbin.24.fa
MG996.mbin.7	320153	MG1064.mbin.4	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG996.mbin.7.fa
MG33.sbin.13	667712	MG666.mbin.6	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG33.sbin.13.fa
MG197.sbin.7	744675	MG5.sbin.44	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG197.sbin.7.fa
ERR4705195.mbin.7	988627	MG222.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR4705195.mbin.7.fa
MG1121.mbin.12	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1121.mbin.12.fa
MG629.mbin.10	941235	P10708985.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG629.mbin.10.fa
MG1272.mbin.11	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1272.mbin.11.fa
SRR17635770.mbin.7	868360	GCF_000159135.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635770.mbin.7.fa
P10709417.mbin.13	309208	GCF_900176605.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10709417.mbin.13.fa
SRR13167729.sbin.8	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR13167729.sbin.8.fa
SRR21425777.sbin.2	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR21425777.sbin.2.fa
MG597.mbin.9	536396	SRR16470951.mbin.17	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG597.mbin.9.fa
GCF_000296505.1	145599	SRR17635707.mbin.53	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/GCF_000296505.1.fa
MG1245.mbin.5	309208	GCF_900176605.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1245.mbin.5.fa
