child living in a mn, vanadium, nickel contaminated area polluted by a metallurgical factory|unknown
peritoneal catheter tip|other
wound right shoulder skin non operative|skin
wound left shoulder non operative pre incision|skin
wound shoulder right operative pre incision|skin
ca-mrsa blood site|blood
heel swab|skin
wound right shoulder stem explant|skin
hip joint fluid|other
hematoma|skin
liver|unknown
tissue glenoid membrane|other
hospitalized patients|unknown
tissue deep humeral membrane|skin
human feces of different individuals|gastrointestinal
stool sample from female patient with ehec symptoms (bloody diarrhea)|gastrointestinal
stool sample from male patient with ehec associated symptoms (bloody diarrhea)|gastrointestinal
stool sample from a 45-year old female patient suffering from diarrhea after traveling in tunisia|gastrointestinal
stool sample from a female patient suffering from hus|gastrointestinal
healthy human stool samples|gastrointestinal
aspirate, biliary drain|other
wound right shoulder humeral explant|skin
synovial fluid right elbow bursa|other
unknown human clinical source|unknown
single-cell amplified by mda; oral cavity saliva/biofilm|oral
bagged lettuce|other
urine sample from patient with urinary tract infection|urine
wound explant humeral stem|skin
glenoid explant|other
humeral head explant|other
wound humeral head explant|skin
blood from patient with bloodstream infection|blood
blood sample from patient with bacteremia|blood
purulent abscess|skin
pharyngeal membrane|respiratory
vaginal tampon|female reproductive tract
isolated from pus and debrided tissue at surgical incision in sternum|skin
peritoneal fluid inpatient/outpatient|other
lung fluid|respiratory
facial acne|skin
facial skin|skin
subgingival plaque, chronic periodontitis; japan|oral
abdominal ascites fluid|other
liver cyst|other
wound of lower leg|skin
nasopharynx sample from patient hs-crs-17|respiratory
blood from patient|blood
tonsillar swab|oral
sichuan, china|unknown
83-year old woman with a hip prosthesis infection|other
88-year old man presenting knee prosthesis infection|skin
26-year old man with an implant associated osteitis|skin
pus sample|skin
respiratory; pharyngeal smear|respiratory
foot ulcer of a diabetic patient|skin
purulent sputum, cardio thoracic surgery|respiratory
urine from long term care facility|urine
tissue right shoulder collar membrame|skin
jp drainage|other
wound right shoulder humeral head explant|skin
patient blood culture|blood
elbow wound|skin
hip infection|skin
skin sample|skin
eye drainage|other
arm|skin
sebaceous gland in acne affected area on forhead of male with moderate acne|skin
human samples|unknown
sebeceous gland on nose of healthy women|skin
human oral cavity ucla1|oral
community aquired|unknown
buttock abscess; community aquired|skin
sepsis patient|blood
bloodstream of an adult female icu patient|blood
patient3 sputum|respiratory
human cyst (55 year-old patient)|other
respiratory sample - sputum|respiratory
femur|other
stool from individual a|gastrointestinal
kidney|other
urethra of man with non-gonococcal urethritis.|urine
human blood, urine, csf, and fluid obtained from the anterior chamber of the eye|blood
human tissue (2 facial abscesses)|skin
appendix|gastrointestinal
cornea/ocular infection|other
cornea of a patient with ulcerative keratitis|other
vitreous fluid|other
saliva frozen stocks|oral
vulvar abscess|skin
right ear|other
shin wound|skin
blood from adult|blood
bronchoscope from bronchoalveolar lavage (bal)|respiratory
human, fecal|gastrointestinal
cystic fibrosis isolate|respiratory
human periodontal pocket|oral
spleen|other
sekret|unknown
pericard|other
portugal:lisbon|unknown
other (tracheoflex)|respiratory
other (liquid drain)|other
other (membrane bone implants)|other
prosthetic joint infection|other
other (glans)|other
ear suppuration|other
oropharyngeal swab of pharynx|oral
patient with pneumococcal infection|unknown
vitreous|other
puds swab|skin
soil, beetroot field|other
lungs (autopsy)|respiratory
endometrium|female reproductive tract
corneal ulcer|other
host|unknown
subject with localized aggressive periodontitis|oral
sputum from a patient infected with tuberculosis|respiratory
grown in culture and sent on a short-term space flight|unknown
redon|unknown
environmental isolate|other
patient with pneumonia|respiratory
shin ulcer|skin
postoperative meningitis|respiratory
sterile body fluid|unknown
maxillary sinus|other
burn wound|skin
tissue fragment|unknown
bone fragment|other
adult male cystic fibrosis patient|respiratory
coronal/gingival|oral
broncho alveolar lavage|respiratory
patient with oroyo fever|unknown
seroperitoneum|other
sputum, cystic fibrosis|respiratory
ascites fluid|other
bones|other
human gastric antrum from royal perth hospital, australia|gastrointestinal
tracheobronchial aspirates|respiratory
blood from patient with septicemia|blood
ear swab (outpatient)|respiratory
corneal button from patient with corneal keratitis|other
adult female sputum|respiratory
cvp line blood|blood
wound right shoulder pre incision eswab|skin
normal skin of the left arm|skin
right knee|other
skin swab sample|skin
striated muscle|other
relapsed case|unknown
chronic case|unknown
blood (endocarditis)|blood
renal stone|urine
leathery lesion|skin
left ear swab|other
sacrum|skin
hospital effluent|other
patient with acute infection|unknown
heel wound|skin
groin wound|skin
clinical sample: throat|respiratory
sputum sample from patient with tuberculosis|respiratory
burn wound surface|skin
pleural pus|respiratory
orine|urine
nose of a healthy pediatric carrier in the netherlands|respiratory
vaginal swab from patient with trichomoniasis|female reproductive tract
hiv infected cell supernatant|blood
other (tonsil swab)|oral
lower respiratory tract secrection (aspirate)|respiratory
infant stools|gastrointestinal
stool of infant|gastrointestinal
tooth abscess|oral
other (fluid)|other
middle ear effusion fluid|other
central venous catheter tip|blood
peri-rectal|gastrointestinal
hvs|unknown
plueral fluid|other
lumen ileum|gastrointestinal
intra-abdominal fluid|other
healthy adult feces|gastrointestinal
resident flora of the nasopharynx|respiratory
neck wound from dog bite|skin
appendix tissue|gastrointestinal
urine suprapubic aspirate|urine
female bacterial sepsis patient|blood
healthy breast milk|other
hospital isolate from perth|unknown
intramural gut wall|gastrointestinal
sputum of drowning victim|respiratory
carbuncle-like necrotic site on back of the hand of a 10 year old child|skin
normal-looking skin of atopic dermatitis patient, face|skin
patient with chronic struvite urolithiasis|urine
human hand|skin
blood sample from a cancer patient with gallbladder stone during postoperative care and bacteremia-caued sepsis|blood
acne isolate from patient|skin
tissue obtained from patient with prosthetic joint infection|other
adult intestinal biopsy|gastrointestinal
intensive care uit|unknown
milk from female|other
young female patient|unknown
infant faece|gastrointestinal
nail (handler of pressed beef)|skin
subcutaneous biopsy|skin
enamel caries of a child|oral
traditional korean fermented vegetable|other
thigh biopsy|skin
human clinical sample (cystis fibrosis patient)|respiratory
cecum of a 56-year-old man|gastrointestinal
thracheal aspirate|respiratory
pus from a wound|skin
feces of an astronaut|gastrointestinal
mucosal surface ileum|gastrointestinal
infant fecal sample|gastrointestinal
breast milk fed infants|other
pseudomembrane|skin
mucosal surface descending colon|gastrointestinal
feces from healthy 5 years old child from orenburg|gastrointestinal
surface of healthy skin|skin
expectorate sputum culture|respiratory
respiratory, lower|respiratory
blood sample from elder male patient undergoing chemotherapy|blood
isolated from the feces of a centenarian|gastrointestinal
korean vaginal fluid|female reproductive tract
lumen descending colon|gastrointestinal
wound shoulder right explant stem|skin
fecal sample pr170 from 1 month old male malay infant, vaginal delivered, breastfeeding and formula feeding at 1 month, eczema by 2 years of age|gastrointestinal
watery diarrhea|gastrointestinal
saliva from healthy adult female|oral
intra-abdominal hematoma|other
plaque sample|oral
wound right skin operative|skin
endocarditis|blood
intestine from healthy child|gastrointestinal
subgingival plaque sample of a peridontally non-diseased subject|oral
wound shoulder right operative|skin
wound left skin non operative|skin
periodontal plaque|oral
wound no. 11 right shoulder stem explant|skin
feces of breast-milk fed infant|gastrointestinal
tissue right shoulder humeral membrane no. 3|skin
tissue right glenoid membrane no. 2|other
tissue superficial humeral membrane and suture no. 1|skin
subject with mild chronic periodontitis|oral
saliva from an adult with chronic periodontitis|oral
tissue superficial humeral membrane no. 2|skin
bronchoalveolar lavage from kidney transplant patient|respiratory
healthy toe|skin
tissue shoulder right suture|skin
inflamed tissue lesion of infected patient during surgery|other
snake-bite wound|skin
human-fecal|gastrointestinal
pleuropulmonary infection|respiratory
feces of a healthy adult|gastrointestinal
non-surgical site of the back of an orthopedic surgery patient|skin
infant 1 dol 18 gut|gastrointestinal
lumen transverse colon|gastrointestinal
probiotics|oral
feces of infant|gastrointestinal
wound right shoulder non operative eswab|skin
endoscopy|unknown
tissue no 1 shoulder right collar membrane|skin
fecal sample pr141 from 1 month old male chinese infant, vaginal delivered, breastfeeding and formula feeding at 1 month, eczema by 2 years of age|gastrointestinal
abdominal cavity|other
stomach content|gastrointestinal
healthy human vaginal cavity|female reproductive tract
feces from gastrointestinal tract of a healthy adult female|gastrointestinal
genital tract of a healthy woman|female reproductive tract
enamel caries of an adult|oral
a confirmed case of infective endocarditis|blood
catheter from patient in intensive care unit|urine
chonnam national university hospital, korea, 2003|unknown
a caries-active dental patient|oral
throat swab - pharynx|respiratory
human lung disease|respiratory
biopsy of an epithelial lesion|skin
oral swab from healthy volunteer|oral
infant 2 dol 22 gut|gastrointestinal
throat of patient with atypical pneumonia|respiratory
stool from a patient with diarrhea due to a foodborne disease outbreak|gastrointestinal
respiratory tract of an adult|respiratory
fatal septicemia (human clinical isolate)|blood
sternum wound|skin
feces from an elderly person|gastrointestinal
urinary tracts|urine
vagina of healthy woman with no history of infectious and somatic diseases of the gastrointestinal tract and other organ systems|female reproductive tract
feces of healthy chinese centenarian|gastrointestinal
cardiovascular puncture (cvp) tip|blood
non-cf ovarian cyst|female reproductive tract
gut of healthy centenarian|gastrointestinal
cardiomegaly|unknown
non-cf blood, 2 weeks of bacteremia|blood
cf blood|blood
healthy baby|unknown
easy flow|unknown
feces from an adult|gastrointestinal
sputum sample of patient with copd in holland|respiratory
trans-tracheal aspirate from coal miner with bronchitis|respiratory
sinusitis|respiratory
cord blood|blood
liver abcess in cystic fibrosis patient|other
lymphnode|other
endocervical tissue|female reproductive tract
infected finger|skin
lung, right|respiratory
stool sample from 81 year old patient sheading clostridium difficle|gastrointestinal
monkey kidney tissue-culture fluids of the fh strain (eaton agent virus)|non-human
pulmonary, aids|respiratory
illeum|gastrointestinal
ethmoid sinus|other
vagina of healthy women|female reproductive tract
finger bone biopsy|other
lumen ascending colon|gastrointestinal
infant fecal|gastrointestinal
sun yat-sen memorial hospital|unknown
healthy human volunteer|unknown
rectal screening|gastrointestinal
toe web-space skin|skin
non-cf lymph node|other
breast-fed infant feces|gastrointestinal
lesions on the lower abdomen|skin
abscesses|unknown
biliary drain fluid|other
saliva from healthy adult|oral
formula feed|other
pharynx, healthy adolescent|respiratory
bronchoalvelar lavage (bal)|respiratory
endoscopy specimen|other
infant botulism case|gastrointestinal
root caries|oral
baby faeces|gastrointestinal
blood and bal|blood
bucal smear|oral
stool from individual au|gastrointestinal
colonization of healthy nasal region|respiratory
lille|unknown
carious lesion|oral
papillomatous lesion|skin
lavage|other
broncholaveolar lavage|respiratory
carious cavity from patient susceptible to dental caries|oral
primary chancre|female reproductive tract
scrotum|other
milk tooth|oral
cerebrospinal fluid sample|other
middle ear of a child in the finnish om study group|other
vomit of a patient|gastrointestinal
midstream specimen of urine|urine
non cf tumor irradiated|unknown
abdominal wound swab|skin
middle ear fluid, child|other
healthy skin surface|skin
t-tube fluid|other
organ preservation fluid|other
intestine of a healthy child|gastrointestinal
appendix abscess|gastrointestinal
urine, cytoscopy|urine
appendix wall|gastrointestinal
tap|other
patient wound isolate associated with medicinal leech therapy|skin
endo-tracheal apirate (eta)|respiratory
low respiratory tract sample|respiratory
oropharyngeal|oral
healthy intestine|gastrointestinal
blood from patient with blood stream infection|blood
dental plaque from an adult with localized aggressive periodontitis|oral
dog bite on ear|skin
submandibular wound of a 53-year-old man|skin
human colostrum|other
bronchoalveolar specimen|respiratory
bronchoscopy washings of patient with chronic lymphocytic leukemia|respiratory
bronchoscopy washings|respiratory
postmortem lung specimen from a patient with fatal atypical pneumonia|respiratory
infant 2 dol 22 skin|skin
clinical swab|other
clinical swab from women's breast|other
dialysis fluid|other
arm cellulitis|skin
oral plaque|oral
blood from a renal care patient|blood
cavitary lung lesion|respiratory
cerebral spinal fluid (csf)|other
sputum from human with mycobacterial lung infection|respiratory
14 mesial subgingival|oral
rice paddy|non-human
infective endocarditits|blood
human sputum, cystic fibrosis patient|respiratory
abscess following dog bite|skin
thumb|skin
subacute conjunctivitis|other
wound right shoulder operative skin|skin
prostate, prostatectomy specimen|other
anal secretion|gastrointestinal
penile lesion|other
wound (left ankle)|skin
wound (left arm)|skin
wounds of a heavily burned 40-years-old man|skin
ulcer exudate|skin
skin wound|skin
purulent discharge from right toe|skin
ejaculate|female reproductive tract
sputum sample from patient diagnosed with bronchiectasis|respiratory
human lung aspirate|respiratory
infant under 1 year of age, breastfeeding, had prelonged diarrhea|stool
cf maxillary sinus|respiratory
human sewage tank # 5|oral
human sewage tank # 10|gastrointestinal
human septic tank|unknown
mycetoma of the foot|skin
dental implant|oral
rectal tissue|gastrointestinal
carious dentine tooth oral cavity|oral
biopsy from the small intestine of a child with coeliac disease|gastrointestinal
lymph node aspirate|other
parasitized amoebae from the nasal mucosa of a human female|respiratory
sputum of a 35-year old male who had received a renal transplant|respiratory
a granulomatous lesion of a female patient|skin
sputum sample from patient diagnosed with cystic bronchiectasis|respiratory
bronchiectasis|respiratory
nail feet smear|skin
attached gingivae|oral
biopsy of small intestine from child with celiac disease|gastrointestinal
human leg ulcer|skin
pus from sacral sore|skin
sputum sample of a patient|respiratory
patient suffering from lung nocardiosis|respiratory
rectal cultures|gastrointestinal
enrichment culture from feces|gastrointestinal
sputum samples from patient with copd|respiratory
faecal sample from a 27 year old healthy female|gastrointestinal
eye swab of a patient with conjunctivitis|other
chanda river in cold deserts of lahaul and spiti|other
human waste|gastrointestinal
clinical, wound|skin
cause of peritonitis|unknown
purulent sputum of a patient with pneumonia|respiratory
sputum of a patient with pneumonia|respiratory
tooth root canal|oral
ear discharge of child|other
blood from female cancer patient|blood
ear, mastoid biopsy|other
human blood via yolk sac|blood
bile of a patient with cholecystitis|gastrointestinal
periodontal lesion|oral
human bronchial aspirate|respiratory
host lymph node biopsy|other
culture from dental plaque samples submitted by extramural dentists to the oral microbiology testing laboratory at the hermans ostrow school of dentistry of usc. it is presumably from a periodontally diseased subjects but the periodontal diagnosis is unknown.|oral
compost sample|other
clinical, blood|blood
acute appendicitis|gastrointestinal
peri-renal abscess|other
closed pus|skin
spleen, autopsy|other
plasma|blood
human cell culture|other
mir space station|unknown
bronchial wash sample from a 77-year-old oregon woman diagnosed with legionellosis|respiratory
rectal colonization|Gastrointestinal
cervical abscess|female reproductive tract
wound skin left shoulder non operative|skin
tongue dorsum|oral
cork university hospital|unknown
airway from a patient with cystic fibrosis|respiratory
human clinical (cystic fibrosis patient)|unknown
peripheral intravenous catheter tip on left arm for 7 days with standard polyurethane dressing|blood
supragingival plaque from caries-free child|oral
ventricular cerebrospinal fluid|other
blood culture of a patient with cardiac pacemaker implants|blood
vaginal specimen|female reproductive tract
feces of 43-year-old healthy woman|gastrointestinal
pelvis|other
a non-aids patient with acute respiratory disease|respiratory
wound, ankle|skin
a patient with respiratory infection|unknown
lower leg ulcer|skin
bladder|urine
rml bronchus|respiratory
tonsil|respiratory
human intestinal tract|gastrointestinal
incision|skin
human oral cavity d115|oral
peeritoneal dialysate|Other
wound, left cheek, dog bite|skin
decontaminated sputum|respiratory
external ear|other
slit skin|skin
tropical skin ulcer|skin
labial angle of a patient with cheilitis angularis|oral
urethral specimen from patients with nongonococcal urethritis|urine
ectopic kidney of a 9-year-old patient|other
milk from a healthy woman|other
intraabdominal pancreas cyst|other
tumor tissue of colon cancer|gastrointestinal
sputum of patients with cystic fibrosis|respiratory
peri prosthetic tissue|skin
mouth fluid|oral
corneal scraping of a patient with keratitis|other
dental plaque (non carious)|oral
lung tissie|respiratory
human lung tissue|respiratory
infected tooth root canal|oral
peritoneal pseudomyxoma peritonei tumor|other
human oral cavity uc03|oral
medieval human calcified soft tissue nodule|other
human oral cavity uc15|oral
subgingival fluid|oral
oral subgingival plaque|oral
hand wound|skin
human clinical osteo-articular sample|other
hair of a 22-year-old girl|skin
skin sample from patient|skin
breast incision|skin
enriched and purified from autopsy liver tissue|liver
kidney abscess|other
human serum|blood
pharynx of child|respiratory
nosocomial infection|unknown
mycetoma of the thorax with dissemination to the lungs|respiratory
after 200 passages on culture medium (brain heart infusion)|unknown
aids patients|unknown
human blood, chronic pyelonephritis, 64-yr-old man|blood
throat of a healthy human volunteer|respiratory
oral cavities|oral
environmental source (water)|other
arm of patient|skin
feces of an old man|gastrointestinal
hand abscess|skin
enamel chip carried in mandibular vestibule|oral
smooth surface caries of tooth|oral
cf throat|respiratory
pleural fluid from renal transplant patient|other
wound swab after dog bite|skin
granuloma|other
broncho alveolar fluid|respiratory
single cell isolated by mda; saliva/oral biofilm|oral
human (sputum)|respiratory
colon adenocarcinoma surgical section|gastrointestinal
3 mesial subgingival|oral
cat bite|skin
animal bite|skin
gall blader|gastrointestinal
meibomian gland secretions|other
haemodialysis water|other
bite|skin
human dental abscess|oral
abdominal skin swab|skin
cervical adenitis|female reproductive tract
human-created freshwater pond with recirculation system|non-human
human oral cavity ucla2|oral
mycetoma on foot of a 20-year old male|skin
palatopharyngeal mucosa|oral
human oral cavity fs03|oral
skin smear|skin
cf lung|respiratory
acute necrotizing ulcerative gingivitis lesion|oral
dental calculus from oral cavity|oral
a blood culture of a 4-year old female patient|blood
oral subgingival|oral
ear exudate|other
smegma|skin
maxillary sinus lavage|respiratory
mixed culture 16-3462 from mycobacteria growth indicator tube inoculated with human sputum sample containing mycobacterium tuberculosis and branchiibius sp. ny16-3462-2|respiratory
soft tissue samples|other
mycetoma on foot|skin
stomatology|oral
spermoculture|female reproductive tract
sputum sample from patient with pulmonary tuberculosis|respiratory
human blood and urine|blood
sputa fluid|respiratory
patient blood culture; human wound, cranian|blood
septic tank|other
suppuration|skin
knee abscess|skin
skin biopsy from woman|skin
blood stream of bacteremia patient|blood
sputum sample from patient with suspected tb|respiratory
blood from new born child with sepsis|blood
abscess breast|unknown
lesion, exudate|skin
human intestinal content|gastrointestinal
substrain; original isolate obtained from human feces in 1934|gastrointestinal
human tooth surface|oral
necrotic pulp samples|oral
blood culture of a patient with infective endocarditis|blood
dentoalveolar abscess|oral
lung abscess|respiratory
respiratory tract (endotrachea)|respiratory
central line catheter tip culture|blood
pilonidal cyst|skin
sputum and gastric lavage|respiratory
tongue plaque|oral
lung aspirate|respiratory
infant 1 dol 23 oral|oral
vertebral disk space|other
cat bite wound|skin
wound, right hand|skin
single cell amplified by mda; subgingival plaque|oral
human oral cavity d057|oral
lungs / sputum|respiratory
human plasma|blood
larynx|respiratory
stored plasma|blood
facial wound|skin
leaf nodules|non-human
airway|respiratory
patient eye swab|other
lymph nodes|other
cervical lymphnode|other
vagina of a healthy nigerian woman|female reproductive tract
feacal|gastrointestinal
human blood sample|blood
human pleural fluid sample|other
sputum sample from patient with latent tb|respiratory
surgical material of patient with mycobacteriosis|skin
respiratory tract of human patient with bronchitis|respiratory
nasal mucosa of a diver|respiratory
inter-uterine|female reproductive tract
pus from armpit|skin
ear fluid|other
withlow|unknown
surgically removed tissue from elbow|skin
blood from immunocompromised patient|blood
human oral cavity uc02|oral
human oral cavity uc16|oral
periodontal pockets|oral
bronchoscopic lavage|respiratory
feces of healthy child|gastrointestinal
periodontitis lesion|oral
urethra of a patient with urethritis|urine
gingival margin|oral
waste|unknown
leg burn|skin
dental plaque from an adult with gingivitis|oral
throat swab of child|respiratory
blood from diabetes, hypertension patient|blood
amniotic fluid,blood|female reproductive tract
abscesse secretion|skin
scarlatiniform rash|skin
duodenal mucosa of celiac disease patient with type 1 diabetes|gastrointestinal
human breast milk fed baby feces|gastrointestinal
diabetic foot ulcer sample 12|skin
diabetic foot ulcer sample 11|skin
diabetic foot ulcer sample 10|skin
diabetic foot ulcer sample 8|skin
diabetic foot ulcer sample 5|skin
ear of a cat|other
diabetic foot ulcer sample 3|skin
healthy female urogenital tract|urine
throat swab of children with scarlet fever|respiratory
sputum from individual with pulmonary infection|respiratory
panama canal zone|unknown
terminal ileum|gastrointestinal
arthritis suppuration|other
tetanus wound|skin
infant 1 dol 23 gut|gastrointestinal
saliva from healthy child|oral
identified as lab contaminant that had potent inhibitory activity against human pathogenic bacteria|unknown
oral cavity, infant (12 months age)|oral
oral cavity, infant (2 months age)|oral
fecal material of healthy human|gastrointestinal
colon biopsy (ascending)|gastrointestinal
colon biopsy (terminal ileum)|gastrointestinal
colon tumor tissue|gastrointestinal
endotracheal tube secretions|respiratory
blood from cirrhosis patient|blood
patients|unknown
venous cateter|blood
bloodstream of patient with high level daptomycin resistance|blood
from human disease|unknown
duodenal mucosa of non-celiac control|gastrointestinal
human adenoid|respiratory
high vaginal swabs|female reproductive tract
throat swab of office worker|respiratory
bronchitis secretion from patient in hospital|respiratory
skin wound of male patient|skin
male patient|unknown
chancroid|skin
pooled lower right subgingival plaque sample|oral
peridontal pocket|oral
mandibular osteomyelitis|other
endodontic infection|oral
buccal space abscess (#48)|oral
hand infection of a patient|skin
expectorations of a patient with ntm disease|respiratory
tendon biopsy of a patient with tenosynovitis of the hand|other
vaginal tract of a healthy female|female reproductive tract
ankle joint of an 8 month old boy with septic arthritis|joint
knee synovial fluid|other
vagina of woman with bacterial vaginosis|female reproductive tract
healthy vagina|female reproductive tract
sputum sample from patient with brain hemorrhage|respiratory
drain waste liquid|other
bile from holelithiasis patient|gastrointestinal
sewage water|other
washed fiber of faecal sample|gastrointestinal
pelvic cavity of a patient with salpingitis and tubo-ovarian abscess|female reproductive tract
surgical wound secretion|skin
pulmonary patient, male, 64 age, asan medical center|respiratory
human lymph node|other
ivc sample|blood
throat of humans with an influenza-like infection|respiratory
alveolar lavage fluid|respiratory
sputum from cystic fibrosis|respiratory
cystic fibrosis airways isolate|respiratory
hospital isolate|unknown
prosthesis sonication|other
infective endocarditis|blood
skin and soft tissues infection|skin
vascular prosthesis infection|other
cutaneous swab|skin
material|unknown
pooled bronchial wash from icu patient from kuwait|respiratory
human gingival sulcus|oral
subgingival plaque, from a 9mm deep periodontal pocket|oral
severe periodontal lesion|oral
blood of female with endocarditis|blood
discarded cervico-vaginal swab|female reproductive tract
feces from a healthy adult female|gastrointestinal
cardiac valve|other
human heart valve|other
goat placenta|other
associated with the q-fever outbreak in the netherlands in 2009|unknown
edta blood sample|blood
foot wound from a diabetic patient|skin
tissue from surgical site infection|skin
urinary tract catheters|urine
rectal swab from female|gastrointestinal
pectoralis pouch|skin
subject with severe chronic periodontitis|oral
dental plaque from an adult with severe periodontitis|oral
subject with chronic gingivitis|oral
ear effusion|other
peripheral blood culture (three separate sets, anaerobic bottles only)|blood
clade|unknown
ileum mucosa biopsy|gastrointestinal
tracheal exsudate|respiratory
forearm wound fluid|skin
subacute endocarditis|blood
blood from a patient with infective endocarditis|blood
anhui, china|unknown
belgian congo|unknown
stool of 94 y.o. male|gastrointestinal
urease positive gastric biopsy|gastrointestinal
ocular pus|other
abcess secretion from abdominal wall|skin
right arm wound tissue|skin
catheter tips|urine
ascites liquid|Other
ulcer by decubitus|skin
vascular ulcera|skin
vascular ulcer|skin
liver, lungs & spleen|other
calf|non-human
endo-cervical discharge|female reproductive tract
blood culture of a hospitalized child|blood
trachea (at autopsy)|respiratory
tissue from hand|skin
foot biopsy|skin
soft tissue (finger)|skin
knee (synovial fluid)|other
soft tissue (skin)|skin
soft tissue (axilla)|skin
soft tissue (foot)|skin
soft tissue (calf)|skin
infection site|unknown
pleural liquid sample|respiratory
intra-abdominal abscesses|gastrointestinal
stool of a healthy control child|gastrointestinal
host sputum|respiratory
host coronary artery|other
infrarenal artery|blood
host cartoid artery|blood
fatal septicemia after dog bite|blood
aorta|blood
pelvic wound|skin
blood from a febrile patient|blood
8 months old infant boy|unknown
pus, dacrocystitis|other
conjunctiva, conjunctivitis|other
pus, eye|other
periappendicular abscess|unknown
right cheek|skin
salivary glands of ticks harvested from a human host|other
discolored amniotic fluid|female reproductive tract
broncheoalveolar lavage|respiratory
urinary tract catheter|urine
the first quanzhou hospital, quanzhou, fujian, china|unknown
isolated from a clinical multi-drug resistant enterobacter cloacae|unknown
arm wound|skin
necrotic ulcer|skin
bone tissue biopsy, wound liquid outflow|other
articular liquid|other
jaw abscess|skin
human, jaw abscess|skin
male semen|female reproductive tract
sinusitis in upper jaw|respiratory
upper jaw|oral
colon adenocarcinoma|gastrointestinal
pbmc|blood
sinus drainage|respiratory
open pus|skin
ear canal|other
sputum, patient with leukemia|respiratory
ham|non-human
genitourinary tract|unknown
hip swab|skin
human clinical (blood)|blood
healthy person|unknown
wrist wound|skin
throat from healthy child|respiratory
upper jaw tissue with sinusitis|oral
isolated from infant fecal material and showing antibacterial activity, with all probiotic characteristics|gastrointestinal
shoulder tissue|skin
diabetic foot ulcer sample 7|skin
knee bursa|other
spine|other
ear from patient with otitis media|other
blood of an infant|blood
joint fluid from a patient with rheumotoid arthritis|joint
madura foot|skin
bronchial aspiration of a patient with ntm disease|respiratory
biopsy of an olecranon bursitis|skin
asymptomatic carriage of a patient with still's disease|unknown
urogentical tract|urine
parotid|oral
right submandibular abscess|skin
small intestine|gastrointestinal
oral lesion|oral
cystic fibrosis patients|unknown
hospital sterilization unit|other
soft tissue (nasal)|respiratory
sinus tissue|respiratory
nasal swap|respiratory
intestinal biopsy|gastrointestinal
wound no. 1 right preskin|skin
infant fecal swab|gastrointestinal
ear infection|other
sebaceous cyst|skin
atcc49882|unknown
homo sapiens blood|blood
blood from a patient with cardiovascular disease|blood
inflamed gingiva|oral
clinical transtracheal isolate|respiratory
trans-trachea|respiratory
diabetic foot ulcer sample 9|skin
diabetic foot ulcer sample 6|skin
healthy umbilicus skin sample 3|skin
healthy umbilicus skin sample 2|skin
healthy umbilicus skin sample 1|skin
diabetic foot ulcer sample 2|skin
diabetic foot ulcer sample 1|skin
feces from 53 yr old caucasian female|gastrointestinal
feces from 52 yr old caucasian male|gastrointestinal
feces of 51 yr old caucasian female with stage i colorectal cancer|gastrointestinal
arm wound, 24-year-old male|skin
ascetic fluid|other
cold abscess|skin
human endoscopy|other
geniral tract of a healthy woman|female reproductive tract
vaginal environment|female reproductive tract
skin (petechiae)|skin
skin lesion from a brazilian purpuric fever case|skin
oropharynx from a brazilian purpuric fever case|oral
conjunctivitis case|other
wound right preskin|skin
human fecal contaminated soil|skin
feces of woman|gastrointestinal
ocular secretion|other
semen specimen|female reproductive tract
urine, suprapubic aspiration|urine
feces of an hiv-positive homosexual male with colonic spirochetosis and diarrhea|gastrointestinal
stool of a hospitalized child|gastrointestinal
patient with ibs|unknown
feces from children|gastrointestinal
pharyngeal swab from oropharynx of a child|oral
oral caviity|oral
blood by aortic valve|blood
high vaginal swab|female reproductive tract
female midstream urine sample|urine
hainan, china|unknown
tissue right shoulder glenoid membrane no. 2|skin
peribile duct tissue|female reproductive tract
right shin wound culture|skin
cough swab|respiratory
endotracheal secretions|respiratory
spondylodiscitis|other
pleural empyema|respiratory
blodd culture|blood
pelvic abscess|other
anastomosis|other
both eyes|other
neck mass|skin
tinned salmon|non-human
plaque (carries +)|oral
intra-uterine contraceptive device|female reproductive tract
subphrenic abscess|unknown
intensive care unit|unknown
tissue shoulder right glenoid no. 2|Input:
tissue shoulder right glenoid no. 2
Output:
skin
decubitus swab|skin
tissue no. 1 right humeral membrane|skin
g-tube site|Other
clininal isolate from frostbite patient|skin
blood from a hospitalized oncology patient|blood
patient with pneunomia|respiratory
nose of a patient in the surgical intensive care unit|respiratory
patient (nose)|respiratory
cystic fibrosis chronic infection|respiratory
cystic fibrosis patient with a chronic infection|respiratory
individual with cystic fibrosis|unknown
sputum (ett)|respiratory
nail bed|skin
bal (mucoid strain)|unknown
qc org:atcc 27853|unknown
abd. woundd|skin
tissue middle turbinate|respiratory
groin abscess|skin
cf isolate|other
abscess (abdominal)|gastrointestinal
toenail, subungal debris|skin
infant with community-acquired diarrhea|gastrointestinal
infant 2 dol 11 gut|gastrointestinal
tissue of patient with lung disease|respiratory
mid stream urine of a 33 year female patient with a history of genito-urinary tuberculosis|urine
scleral scraping of eye|other
pubic bone|skin
brain biopsy|other
crachat|respiratory
sputim from lungs|respiratory
hospital patient sample|unknown
superficial swab|skin
superficial abscess|skin
a cystic fibrosis patient|respiratory
vitreous aspirate from patient diagnosed with endophthalmitis|other
testis|other
